Index,Close
0,124.8662760824401
1,124.58977390986044
2,124.96932693480144
3,124.8219775843376
4,125.05545497054378
5,124.979299718605
6,125.1241518853423
7,125.08682699959662
8,125.17754419687044
9,125.16090570907633
